show_id,title,original_title,start_year,end_year,description,content_rating,average_rating,num_votes,total_seasons,total_episodes,primary_image_url
tt0119348,The Ice House,The Ice House,1997.0,1997.0,"Phoebe lives with her friends Diana and Anne at their country mansion, but they are the target of vicious village gossip. When their gardener discovers a body in the disused ice house, a 10-year-old murder investigation is reopened.",TV-MA,7.2,984.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BOTQzNzQyMDgxMl5BMl5BanBnXkFtZTcwMzA2ODMyMQ@@._V1_.jpg
tt0167565,The Count of Monte Cristo,Le Comte de Monte Cristo,1998.0,1998.0,"Edmond Dantes is unjustly sent to prison for 18 years. He escapes to reclaim his fiancée Mercedes and revenge against his nemesis, Mondego.",,7.8,7285.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BZTg3YTUzZGUtYjI3Yi00YzExLTg3MGYtOWY2MDc1ZTU1ZmE5XkEyXkFqcGc@._V1_.jpg
tt0077025,Holocaust,Holocaust,1978.0,1978.0,The saga of a Jewish family's struggle to survive the horror of Nazi Germany's systematic marginalization and extermination of their community.,Not Rated,8.0,5680.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BNjE5OTc2MDQtYjI0Zi00NzA0LTg0ZDgtNWMzNGM0Mzc2NWYzXkEyXkFqcGc@._V1_.jpg
tt0384013,The Crimson Petal and the White,The Crimson Petal and the White,2011.0,2011.0,"Set in 1870s London, a young prostitute finds potential power and status after becoming the mistress of a powerful patriarch.",TV-MA,7.5,3719.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTU2MzUyMDIzOV5BMl5BanBnXkFtZTcwNTQyODAyOA@@._V1_.jpg
tt1926910,The Story of Maths,The Story of Maths,2008.0,2008.0,"The history of mathematics from ancient times to the present day. Narrated by Oxford mathematics professor Marcus du Sautoy, the series covers the seminal moments and people in the development of maths.",TV-G,7.9,574.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BNWNlMmFmMDYtMDliNS00NzY3LWI5NGUtZjBlMzUzYmE3M2U1XkEyXkFqcGc@._V1_.jpg
tt0432232,The Century of the Self,The Century of the Self,2002.0,2002.0,A documentary about the rise of psychoanalysis as a powerful means of persuasion for both governments and corporations.,,8.8,6546.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BNWQzZGQ5NGEtN2YyNy00NTZhLWFhM2UtMTI4YjU0ODMxMTkxXkEyXkFqcGc@._V1_.jpg
tt2060305,The Code,The Code,2011.0,2011.0,"Numbers are the rulers of the universe. What if there is a code for life's perfection? A code making the world we see, the ""what we are"" and the ""everything else in the universe""?",,7.3,809.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMjMwNTc4MDMwNl5BMl5BanBnXkFtZTgwODYyODAxMzE@._V1_.jpg
tt2973064,Precision: The Measure of All Things,Precision: The Measure of All Things,2013.0,2013.0,Professor Marcus du Sautoy explores why we are driven to measure and quantify the world around us and why we have reduced the universe to just a handful of fundamental units of measurement.,,8.2,168.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BYTk4NTMzNjctZjRjNS00MmQ5LTk5ZDgtZDJiM2YwMzVlZWQxXkEyXkFqcGc@._V1_.jpg
tt2083695,Shock and Awe: The Story of Electricity,Shock and Awe: The Story of Electricity,2011.0,2011.0,"Until recently, electricity was seen as a magical power. It could slay the living, revive the dead, and bend the laws of nature. It is now the lifeblood of the modern world, fueling our lives and underpinning every aspect of technological advancement. Without it, we would be lost. Professor Jim Al-Khalili tells the electrifying story of our quest to master nature's most mysterious force.",,8.5,583.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BNTU0YTc1YTMtZTZkOC00ZTFjLWJkYzUtZDlhOTNhNjU4NjkzXkEyXkFqcGc@._V1_.jpg
tt2510620,Order & Disorder,Order & Disorder,2012.0,2012.0,"Professor Jim Al-Khalili unwraps the evolutionary histories responsible for the modern human condition, as currently represented by our sophistication in energy manipulation and information technology.",Not Rated,8.4,401.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BYmM0MjMxMTctYWIxOS00NWQwLThiOGUtNWFmODViZmNlYzliXkEyXkFqcGc@._V1_.jpg
tt1647292,The Story of Science,The Story of Science,2010.0,,Michael Mosley takes an informative and ambitious journey exploring how the evolution of scientific understanding is intimately interwoven with society's historical path.,,8.1,662.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTY2Nzc0MjM3M15BMl5BanBnXkFtZTcwODI1MjY4Mw@@._V1_.jpg
tt0108956,World War II: When Lions Roared,World War II: When Lions Roared,1994.0,1994.0,"As the Nazi war machine stood poised to invade and vanquish every corner of Europe in the Second World War, the fragile alliance formed between Franklin D. Roosevelt, Winston Churchill, and Joseph Stalin proved to be of pivotal importance.",Not Rated,6.6,670.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BYjU2YTVhZWItMjM2YS00OGJjLTgzMDAtYTliYjJlZjQ5OTNmXkEyXkFqcGc@._V1_.jpg
tt0158591,Dominion Tank Police,Dominion,1988.0,1989.0,"In a dystopic pollution ridden future, the tank police fight for law and order and cause massive collateral destruction along the way.",R,6.8,1848.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMDIxZjhhZDQtM2JmMi00YWU1LTllY2EtMjA3NGI2Mjc5YTkyXkEyXkFqcGc@._V1_.jpg
tt1285482,Dead Set,Dead Set,2008.0,2008.0,"During a fictional series of Big Brother, a zombie outbreak occurs, but the house-mates are unaware of the impending doom outside of the Big Brother House.",TV-MA,7.6,21350.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BNzdmNTUyMDUtYTQzNS00NTE2LTk2YmEtZGVmNzEzMDNiYjdmXkEyXkFqcGc@._V1_.jpg
tt0401019,Island at War,Island at War,2004.0,2004.0,"During the Second World War, a quiet channel island community is thrown into turmoil by the invasion forces of Nazi Germany.",,7.6,2063.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BNzE2MWM5ZjctYjI4MS00MDNiLWEyN2ItZjcyODNiMDUzZDE3XkEyXkFqcGc@._V1_.jpg
tt2707792,Bonnie & Clyde,Bonnie & Clyde,2013.0,2013.0,"Bonnie Parker and Clyde Barrow, an American robbery team, were responsible for a 21-month crime spree from 1932. They robbed gas stations, restaurants, and small-town banks, chiefly operating in Texas, Oklahoma, as well as other states.",TV-14,6.4,6087.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BYzI5ZjBkYmUtN2QwOC00MmZiLWJlNTUtOGMwOTQ2ODMyMDcyXkEyXkFqcGc@._V1_.jpg
tt0086723,Guest from the Future,Gostya iz budushchego,1984.0,1984.0,"A schoolboy finds a time machine and he helps Alisa, a scientist of the future, to save a mind-reading device from space pirates. Chased by the pirates and followed by Alisa he saves the device and takes it back to his own time.",PG,8.0,2896.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BNjU5YmUzOGQtMTUxMi00MzQ2LTg5MDEtOWY2NWI0Zjk0ODc3XkEyXkFqcGc@._V1_.jpg
tt0362192,State of Play,State of Play,2003.0,2003.0,Journalists uncover a government conspiracy when a young politician's assistant and mistress is killed.,TV-14,8.3,10786.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BYWZiODU4YmItNmUxNS00ZDZiLTllMDItMmI4MjFiNDU1NWYzXkEyXkFqcGc@._V1_.jpg
tt1081731,Serrallonga,Serrallonga,2008.0,2008.0,"Serrallonga, Joan Serra alias, king of ""Les Guilleries"", is the story of a bandit who becomes a legend in a violent and brutal age, when fighting for survival was the only concern of people who were enslaved by hunger and feudal structures. A time when being a bandit was one of the few ways to escape from a life of misery.",,6.9,94.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BOTc1MTk4ZjgtNDA5NS00NTA3LWEzMWEtZjYyYWRlYzRjMTU3XkEyXkFqcGc@._V1_.jpg
tt0082461,Goliath Awaits,Goliath Awaits,1981.0,1981.0,A team of scientists discover a secret underwater community within the wreck of an ocean liner that sank during World War II.,PG,6.6,1220.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BYWFmZGEwNzItNzFhZi00ZjMyLWJjYmQtMjdlMmU1NWRkOTU4XkEyXkFqcGc@._V1_.jpg
tt3218680,Pokémon Origins,Pokémon Origins,2013.0,2013.0,"Pokemon Origins follows Red, a Pokemon trainer, on his adventure through the Kanto Region.",TV-Y7,7.9,3433.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTI2ZTVkYjMtZDY0Ni00NTQxLWE0NTQtNWQ1NDU3Njc5ZmQ3XkEyXkFqcGc@._V1_.jpg
tt0995832,Generation Kill,Generation Kill,2008.0,2008.0,"A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.",TV-MA,8.4,61052.0,1.0,7.0,https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@._V1_.jpg
tt0219430,Bekännelsen,Bekännelsen,2001.0,2001.0,"Nina and Thomas, a young couple in their thirties, are expecting a baby. They live in a small community and are in the process of renovating their house which is situated on a lake outside the village. Thomas works at a gas station and gets help with the renovation from Nina's brother, Sigge, who works at the town bakery. One day an Estonian couple come to the gas station. Their meeting with Thomas and Sigge starts off well but ends badly, changing and ruining lives in the process.",,6.7,236.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMjEzODAzMDQ1Nl5BMl5BanBnXkFtZTcwMDI1NDMzMQ@@._V1_.jpg
tt0117547,Samson and Delilah,Samson and Delilah,1996.0,1996.0,"Samson, blessed with superhuman strength, battles the oppressive Philistines. His vengeful desires make him violate his vow, losing his power until he ultimately sacrifices himself to destroy the Philistine temple.",,5.8,1236.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BZGEzY2E1ZmQtZTg4Zi00ZDQwLWEyMmMtYjg2YTJhZDlmNWMyXkEyXkFqcGc@._V1_.jpg
tt0433722,Paranoia Agent,Môsô dairinin,2004.0,2005.0,"Seemingly unconnected citizens of Tokyo are targeted for bludgeoning by a boy with a golden baseball bat. As detectives try to link the victims, they discover that following the assaults, the victims' lives have improved in some way.",TV-MA,8.0,15070.0,1.0,13.0,https://m.media-amazon.com/images/M/MV5BZWI0OTc4MGUtYTQ4ZS00MzBmLTg5NjktNzFmMzNkNzgzMzQzXkEyXkFqcGc@._V1_.jpg
tt1738340,Women in Love,Women in Love,2011.0,2011.0,"Powerful adaptation of DH Lawrence's novel about the lives of two sisters, Ursula and Gudrun Brangwen, as they struggle with their own desires and passions.",,6.2,624.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTYyODMxNmEtZjBlMi00Y2MwLWJjNjYtNWRkOWYzMGE0MGFjXkEyXkFqcGc@._V1_.jpg
tt1219817,Going Postal,Going Postal,2010.0,2010.0,A con artist is conned into taking the job as Postmaster General in the Ankh-Morpork Post Office.,TV-14,7.6,10025.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNTM4ZDYwZjUtZTZmMS00MWEzLThlZTItNDI5ZWY5MGU0YTcxXkEyXkFqcGc@._V1_.jpg
tt3087752,Rosemary's Baby,Rosemary's Baby,2014.0,2014.0,Modern 4 hour mini-series adaptation of the classic novel by Ira Levin focusing on young Rosemary Woodhouse's suspicions that her neighbors may belong to a Satanic cult who are hell bent on getting one thing: the baby she is carrying.,TV-14,5.5,6120.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTQ3OTI5NzIzNF5BMl5BanBnXkFtZTgwNTc4NTQ0MTE@._V1_.jpg
tt1720619,Neverland,Neverland,2011.0,2011.0,"Some places may look familiar. Some characters may ring a bell. But in this world, where time stands still, an adventure awaits like none you've ever seen before.",,6.3,10577.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjE3MTAyMjQzMF5BMl5BanBnXkFtZTcwNDI3MzAxNw@@._V1_.jpg
tt2649522,The Escape Artist,The Escape Artist,2013.0,2013.0,A junior barrister celebrated for spiriting people out of tight legal corners represents an accused murderer.,,7.5,7205.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BOTEzY2UzMmQtZWUwMC00ZDA5LTgxNTktOGMwOWYwMTkwNDQyXkEyXkFqcGc@._V1_.jpg
tt0098492,Gunbuster,Top wo Nerae!,1988.0,1989.0,"A young pilot, daughter of a deceased space captain, is selected to pilot a gigantic robot as a key point of Earth's defense during a space war.",PG,7.7,2130.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMzAwOTQzMDYtMzdhMy00ZjBiLTgzZTMtZTU2Y2JmNTU1NWU2XkEyXkFqcGc@._V1_.jpg
tt0856824,Gunbuster 2: Diebuster,Top wo Nerae 2!,2004.0,2006.0,A young girl leaves her home to be a space pilot. She meets top pilot Lal'C during a space monster attack and joins the Solar Defense Force.,,6.8,687.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMzlkMjRjMGYtMTRhNi00ODAwLWI1MjMtMWIzODA3OGQ0MDIwXkEyXkFqcGc@._V1_.jpg
tt0364146,10.5,10.5,2004.0,2004.0,"An earthquake reaching a 10.5 magnitude on the Richter scale, strikes the west coast of the U.S. and Canada. A large portion of land falls into the ocean, and the situation is worsened by aftershocks and tsunami.",Unrated,4.6,4072.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjA0NTUzNDg4MV5BMl5BanBnXkFtZTcwMTg1NjYyMQ@@._V1_.jpg
tt0284741,Caesar,Julius Caesar,2002.0,2002.0,"Twenty-year-old Julius Caeser flees Rome for his life during the reign of Sulla, but through skill and ambition rises four decades later to become Rome's supreme dictator.",PG-13,6.6,3296.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTI0NTc2NzQ1M15BMl5BanBnXkFtZTcwMzI1MzMzMQ@@._V1_.jpg
tt0076993,Centennial,Centennial,1978.0,1979.0,"The economic and cultural growth of Colorado, spanning two centuries, from the mid 1700s to the late 1970s.",TV-PG,8.3,3788.0,1.0,12.0,https://m.media-amazon.com/images/M/MV5BZmVjYTM4Y2ItNDRmOC00Mzc4LThmMzEtOGIyYzEyNTM5MmM3XkEyXkFqcGc@._V1_.jpg
tt0074621,Helter Skelter,Helter Skelter,1976.0,1976.0,"The investigation and trial of the horrific Tate-LaBianca mass murders orchestrated by the psychotic pseudo-hippie cult leader, Charles Manson.",Not Rated,7.3,3930.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNDRiYTQyMDktNmE0OC00NTJhLTk2ZTQtZDgyYzg3ZTVhZGE4XkEyXkFqcGc@._V1_.jpg
tt0090522,Sins,Sins,1986.0,1986.0,Young Helene Junot witnesses the death of her mother at the hands of the Nazis.,,7.1,401.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BODJjNzA4MjgtYzE4ZS00YjU5LWJjY2MtYTYyNGQ5Y2Y4NTRjXkEyXkFqcGc@._V1_.jpg
tt0346223,Cambridge Spies,Cambridge Spies,2003.0,2003.0,The true story of a group of Cambridge University Students who are recruited to spy for the Soviet Union in the early 1930s.,,7.4,2296.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BZTRjZDliOWUtODk3MS00NmIxLTlhYjAtNDY5NDgxYmIzOWQ3XkEyXkFqcGc@._V1_.jpg
tt0397501,King Solomon's Mines,King Solomon's Mines,2004.0,2004.0,"An adventurous quest for a treasure hidden in King Solomon's mines, based on H. Rider Haggard's timeless tale.",TV-PG,6.0,4130.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNTY3ODM5OTc0NV5BMl5BanBnXkFtZTcwNzMwNDYyMQ@@._V1_.jpg
tt0468988,Category 7: The End of the World,Category 7: The End of the World,2005.0,2005.0,"A deadly category 7 storm wreaks havoc on the world. Meanwhile, kidnappers threaten to make matters even worse.",TV-PG,4.5,3041.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTUyODgyNzY3NV5BMl5BanBnXkFtZTcwOTk3NDgzMQ@@._V1_.jpg
tt1883092,Generation War,"Unsere Mütter, unsere Väter",2013.0,2013.0,Five friends go out to war and promise each other to be back for Christmas.,TV-MA,8.4,33537.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMTYwMzIyMjg5M15BMl5BanBnXkFtZTgwNzM1NjI2MDE@._V1_.jpg
tt0446610,Auschwitz: Inside the Nazi State,Auschwitz: The Nazis & the 'Final Solution',2005.0,2005.0,"The history of the Final Solution phase of the Nazi Holocaust, particularly with the most infamous of the death camps.",,8.6,4705.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTg4ZGU5OWYtMTU2Yi00NGZiLWIzMTAtMTdmOTk0YmRmOTExXkEyXkFqcGc@._V1_.jpg
tt2194326,History of the Eagles,History of the Eagles,2013.0,2013.0,"The life and times of the super successful American soft-rock band, Eagles.",Not Rated,8.2,2884.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNjgwNDg2Mzk2OF5BMl5BanBnXkFtZTcwNDAwNDEyOQ@@._V1_.jpg
tt3012698,Olive Kitteridge,Olive Kitteridge,2014.0,2014.0,A middle-school math teacher Olive and her marriage with Henry which spans 25 years.,TV-14,8.3,27201.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BNWJlNWQ5ZmItMDRjMy00NjdhLTlkMzgtMDc2OWU0NWQzNmJlXkEyXkFqcGc@._V1_.jpg
tt1238834,Wuthering Heights,Wuthering Heights,2009.0,2009.0,Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,TV-PG,7.5,10106.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMWM2ZmM1OTQtZjkzOC00YjdkLTllODctMWI1Njc1NDkyMGY2XkEyXkFqcGc@._V1_.jpg
tt0403778,Long Way Round,Long Way Round,2004.0,2010.0,"Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and have to overcome the elements and adversity.",TV-PG,8.6,16051.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BMzI5MGJjODAtZjQzNy00MmU1LWE2MTAtNDM4NmFmNzNkZDFkXkEyXkFqcGc@._V1_.jpg
tt3069212,Street Fighter: Assassin's Fist,Street Fighter: Assassin's Fist,2014.0,2014.0,"Street Fighter: Assassin's Fist takes us back to the formative years of the iconic characters, Ryu and Ken, as they live a traditional warrior's life in the secluded mountain wilderness of Japan.",TV-14,7.1,10797.0,1.0,13.0,https://m.media-amazon.com/images/M/MV5BNzg1ODQ2MzUxOV5BMl5BanBnXkFtZTgwMjg2MDk4MDE@._V1_.jpg
tt2357472,The Dust Bowl,The Dust Bowl,2012.0,2012.0,"A documentary about the 1930s drought of North American prairie farm land, and its consequences during the great depression.",TV-PG,8.2,2197.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMTJiMDc1ODctOTNmYy00ZjRhLTljMzQtYTYzZTg3ZmU5NWE1XkEyXkFqcGc@._V1_.jpg
tt0095388,Jack the Ripper,Jack the Ripper,1988.0,1988.0,"In Victorian-era London, Scotland Yard Police Inspector Frederick Abberline battles his drinking problem while he investigates the Jack the Ripper murders and discovers a conspiracy that leads all the way up to the Queen.",TV-PG,7.4,5893.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMzkxYWNiY2UtOGQ5ZS00MDlhLTkyMTktNDMxZDI4YTQ0ODhiXkEyXkFqcGc@._V1_.jpg
tt0115392,Titanic,Titanic,1996.0,1996.0,"The story of the 1912 sinking of the largest luxury liner ever built, the tragedy that befell over two thousand of the rich and famous as well as of the poor and unknown passengers aboard the doomed ship.",PG-13,5.8,4755.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNzM5MTY0MGEtZWQ5Zi00MDRmLThiNjAtOTdjYzhiMGM0YmI1XkEyXkFqcGc@._V1_.jpg
tt3696720,Ascension,Ascension,2014.0,2014.0,A young woman's murder causes the subjects of a century-long mission to populate a new world to question the true nature of the project as they approach the point of no return.,TV-MA,7.1,19516.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMjI0NjI3MDQ1N15BMl5BanBnXkFtZTgwMzg0ODY0MzE@._V1_.jpg
tt0349747,The Lost Prince,The Lost Prince,2003.0,2003.0,"The story of Prince John, the autistic and epileptic youngest son of Queen Mary and King George V, who spent his whole life hidden away from public view and died at the age of 13 in 1919.",TV-PG,7.6,2151.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNzQ2NjNkMjMtZTAyMi00Njc0LWE3ODMtZDJkYjU5ZmMwOTBmXkEyXkFqcGc@._V1_.jpg
tt1567215,The Kennedys,The Kennedys,2011.0,2011.0,The triumphs and tragedies of the most popular political family in American history.,TV-14,7.6,7792.0,1.0,8.0,https://m.media-amazon.com/images/M/MV5BMjgzMzcxMTY5N15BMl5BanBnXkFtZTcwNzM2MTM4NA@@._V1_.jpg
tt0090490,"North & South: Book 2, Love & War","North and South, Book II",1986.0,1986.0,The story of two friends and their families on opposite sides of the American Civil War.,,8.0,6416.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BNDM5YmMyNmYtNDdjOC00ZjZkLTg2ZjYtYjkwZjIyZWMxYzhlXkEyXkFqcGc@._V1_.jpg
tt3132738,Houdini,Houdini,2014.0,2014.0,"Follow the man behind the magic as he finds fame, engages in espionage, battles spiritualists and encounters the greatest names of the era, from U.S. presidents to Sir Arthur Conan Doyle and Grigori Rasputin.",TV-14,7.3,12560.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMDVkNWQ4MzctOTk0ZS00OTQzLTllNDAtM2JlOTNhNmY3NmQ0XkEyXkFqcGc@._V1_.jpg
tt0085106,V,V,1983.0,1983.0,"A seemingly peaceful alien race, arrives at earth and asks for help to ensure their own planets survival. However, the visitors agenda turns out be much darker.",Unrated,7.8,17830.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjM1Mzk1NjQyM15BMl5BanBnXkFtZTgwNjY2NDI1MDE@._V1_.jpg
tt0088583,"North & South: Book 1, North & South",North and South,1985.0,1985.0,"Two friends, one northern and one southern, struggle to maintain their friendship as events build towards the American Civil War.",TV-PG,8.1,12302.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTk1NTMzOTgtZWE3Yi00OWI0LThjYjYtZDUxYmQ1ODI0MWU1XkEyXkFqcGc@._V1_.jpg
tt0086823,V: The Final Battle,V: The Final Battle,1984.0,1984.0,A small group of human resistance fighters fight a desperate guerilla war against the genocidal extra-terrestrials who dominate Earth.,TV-14,7.7,9630.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMTYwOTEyMTMzMl5BMl5BanBnXkFtZTcwMjIzODMyMQ@@._V1_.jpg
tt0205214,The Magical Legend of the Leprechauns,The Magical Legend of the Leprechauns,1999.0,1999.0,"An American spends his holiday in Ireland, where he is introduced to the world of magical creatures like leprechauns and fairies. In a subplot, a forbidden love story blossoms between leprechaun Mickey and fairy Jessica.",TV-PG,7.0,4565.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNjQ0NTgwMTk5OV5BMl5BanBnXkFtZTcwNzkxOTUxMQ@@._V1_.jpg
tt0210294,Snow Queen,Snow Queen,2002.0,2002.0,A young woman must journey through the seasons to rescue her boyfriend who has been kidnapped by the evil Snow Queen.,TV-G,6.5,3515.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTI3NTYzNTk1OF5BMl5BanBnXkFtZTcwNzA5NjAyMQ@@._V1_.jpg
tt0168355,Noah's Ark,Noah's Ark,1999.0,1999.0,Adaptation of the Biblical stories of Noah and Lot and how God destroyed the world due to the wickedness of mankind.,Unrated,3.7,2180.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTY3NzIxNDcwNF5BMl5BanBnXkFtZTcwMjIwMzMyMQ@@._V1_.jpg
tt1127205,The Diary of Anne Frank,The Diary of Anne Frank,2009.0,2009.0,"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",,7.5,3485.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMjA5NDQ1ODk3OV5BMl5BanBnXkFtZTcwMTI2ODQ5Mg@@._V1_.jpg
tt0078672,Pride and Prejudice,Pride and Prejudice,1980.0,1980.0,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",TV-PG,7.4,2549.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMGNiZDE2NTYtNjU5YS00ODMxLWI1MWQtZTgyZTA4MWUyOWE0XkEyXkFqcGc@._V1_.jpg
tt0463826,Merlin's Apprentice,Merlin's Apprentice,2006.0,2006.0,Merlin and a young thief embark on a dangerous quest to find the Holy Grail and save Camelot.,TV-PG,5.3,2264.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMjE4ZmYyMmMtMDU4OS00NDA1LTlkMmYtZDM5NDY0MDkzNjVjXkEyXkFqcGc@._V1_.jpg
tt0118453,Rough Riders,Rough Riders,1997.0,1997.0,"Undersecretary of the Navy Theodore Roosevelt resigns to form a volunteer militia unit called ""The Rough Riders"" to fight in the Spanish-American War.",16+,7.3,2342.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMGU2YzVmYzAtNzdjMi00ZTQ4LWE4Y2EtZmJlNjg1MmU4MzQ4XkEyXkFqcGc@._V1_.jpg
tt0222608,Oliver Twist,Oliver Twist,1999.0,1999.0,"An orphan named Oliver Twist (Sam Smith) meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",,7.6,860.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTU3OTkwODMyNF5BMl5BanBnXkFtZTcwMTIwNDUyMQ@@._V1_.jpg
tt0100361,The Phantom of the Opera,The Phantom of the Opera,1990.0,,"Christine Daeé, a talented young singer, after being discovered by the well-known playboy comte (earl) Philippe de Chagny, is sent by her new patron to the Paris Opera to receive classical training.",,7.4,1811.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjczNTczNzc3N15BMl5BanBnXkFtZTcwMzc5NzcxMQ@@._V1_.jpg
tt0289830,Taken,Taken,2002.0,2002.0,"The lives of three families intersect over five decades, starting with the Roswell crash, as they experience abductions, secret government investigations, and the mystery of alien encounters.",TV-PG,7.8,21343.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BMTI0NTI0NjAxMV5BMl5BanBnXkFtZTYwOTM3MTg5._V1_.jpg
tt0088611,Space,Space,1985.0,1985.0,A 13-hour mini-series detailing James A. Michner's fictional account of the American space program from the years after World War II to the Apollo landings on the moon in the early 1970s.,,7.3,269.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BNThlOTEwYTEtOWUwZS00ODc1LTlmNTUtZmJlNTk3NDE2NzUzXkEyXkFqcGc@._V1_.jpg
tt0116619,In Cold Blood,In Cold Blood,1996.0,1996.0,"Based on Truman Capote's true-crime classic and nominated for two Primetime Emmys, ""In Cold Blood"" follows a pair of ex-cons (Anthony Edwards and Eric Roberts) who brutally murdered a respected Midwestern rancher and his family.",,6.2,1093.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BZTYxMDhkNjEtNDhkYS00MjhmLWFiYmEtYmNhNWRlMjVjYzg0XkEyXkFqcGc@._V1_.jpg
tt1307789,Stephen Fry in America,Stephen Fry in America,2008.0,2008.0,English actor-comedian Stephen Fry travels through the US regions by London cab.,,7.9,1791.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTQ1OTEyNTI3Nl5BMl5BanBnXkFtZTcwMjE0NDAwMg@@._V1_.jpg
tt0425674,We Can Be Heroes,We Can Be Heroes,2005.0,2005.0,A group of Australians are nominated for the Australian of the Year Award.,,8.0,2859.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BOWIzYjhkYzYtNjEzNC00MDg2LWJlZjgtMmQ4NjI2M2ZkMjA2XkEyXkFqcGc@._V1_.jpg
